ID,Evasión,Género,Pareja,Dependientes,Meses_contrato,Teléfono,Internet,Seguridad_online,Soporte_técnico_adicional,Televisión,Películas,Tipo_contrato,Factura_online,Forma_pago,Facturación_mensual,Facturación_anual,Cuentas_Diarias
4304-TSPVK,No,Masculino,No,No,26.0,Sí,Sí,No,Sí,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,1.64
4304-XUMGI,No,Masculino,No,No,3.0,No,Sí,No,Sí,No,No,Month-to-month,Sí,Mailed check,36.85,108.7,1.23
4307-KTUMW,Sí,Femenino,No,Sí,4.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,25.45,84.2,0.85
4307-KWMXE,No,Femenino,Sí,Sí,7.0,Sí,Sí,Sí,Sí,Sí,No,Month-to-month,Sí,Electronic check,75.7,554.05,2.52
4310-KEDTB,No,Masculino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,1.49
4311-QTTAI,No,Masculino,Sí,No,46.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,101.0,4680.05,3.37
4312-GVYNH,No,Femenino,Sí,Sí,5.0,Sí,Sí,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,85.75,470.95,2.86
4312-KFRXN,No,Femenino,No,No,10.0,No,Sí,No,Sí,No,No,Month-to-month,No,Electronic check,36.25,374.0,1.21
4315-MURBD,Sí,Femenino,No,No,13.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.3,940.35,2.48
4316-XCSLJ,No,Femenino,Sí,No,71.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,0.82
4317-VTEOA,Sí,Femenino,No,No,42.0,Sí,Sí,Sí,No,No,No,One year,Sí,Bank transfer (automatic),60.15,2421.6,2.0
4318-RAJVY,No,Masculino,No,No,9.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),99.3,918.75,3.31
4320-QMLLA,No,Masculino,Sí,No,61.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,105.55,6281.45,3.52
4322-RCYMT,Sí,Masculino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),71.3,157.75,2.38
4323-ELYYB,No,Masculino,Sí,Sí,60.0,Sí,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,2.48
4323-OHFOW,No,Femenino,No,No,39.0,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),50.65,1905.4,1.69
4323-SADQS,Sí,Masculino,Sí,Sí,15.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Mailed check,19.5,239.75,0.65
4324-AHJKS,No,Masculino,No,No,7.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,43.9,278.4,1.46
4324-BZCKL,No,Femenino,No,No,15.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,331.6,0.65
4325-NFSKC,Sí,Femenino,Sí,No,61.0,Sí,Sí,No,Sí,Sí,Sí,One year,No,Bank transfer (automatic),101.15,6383.9,3.37
4328-VUFWD,No,Femenino,Sí,Sí,19.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),49.6,962.9,1.65
4329-YPDDQ,No,Masculino,No,No,59.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1510.5,0.83
4332-MUOEZ,No,Masculino,No,Sí,30.0,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,44.5,1307.8,1.48
4334-HOWRP,No,Masculino,Sí,No,62.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),89.8,5629.55,2.99
4335-BSMJS,No,Masculino,Sí,Sí,2.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,0.66
4335-UPJSI,No,Femenino,No,No,18.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,2.59
4338-EYCER,No,Femenino,Sí,No,20.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,60.0,1259.35,2.0
4342-HENTK,Sí,Masculino,No,Sí,5.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Bank transfer (automatic),48.65,235.2,1.62
4342-HFXWS,No,Femenino,Sí,No,42.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Electronic check,84.3,3588.4,2.81
4343-EJVQB,No,Femenino,Sí,Sí,0.0,No,Sí,Sí,Sí,Sí,No,Two year,Sí,Bank transfer (automatic),52.55,0.0,1.75
4349-GFQHK,Sí,Femenino,Sí,Sí,52.0,Sí,Sí,Sí,No,No,Sí,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,3.27
4350-ZTLPI,No,Masculino,Sí,Sí,45.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.2,903.7,0.64
4351-QLCSU,Sí,Masculino,Sí,No,69.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Mailed check,110.55,7610.1,3.68
4353-HYOJD,No,Femenino,No,No,36.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),104.8,3886.45,3.49
4355-CVPVS,No,Femenino,No,No,8.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),74.05,600.15,2.47
4355-HBJHH,Sí,Femenino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,69.7,135.2,2.32
4359-INNWN,No,Masculino,No,No,5.0,Sí,Sí,No,Sí,No,No,Month-to-month,No,Electronic check,56.15,291.45,1.87
4360-PNRQB,No,Femenino,No,No,3.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,55.3,196.15,1.84
4360-QRAVE,No,Femenino,Sí,No,52.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,105.05,5624.85,3.5
4361-BKAXE,Sí,Masculino,No,No,13.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Electronic check,20.4,251.65,0.68
4361-FEBGN,No,Femenino,Sí,Sí,38.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,0.65
4361-JEIVL,Sí,Femenino,No,No,61.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,103.95,6423.0,3.47
4365-MSDYN,No,Masculino,No,No,16.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.25,327.45,0.68
4366-CTOUZ,No,Femenino,Sí,Sí,35.0,Sí,Sí,Sí,Sí,Sí,No,Month-to-month,No,Electronic check,72.25,2568.55,2.41
4367-NHWMM,No,Femenino,No,Sí,18.0,Sí,Sí,Sí,No,No,No,Month-to-month,No,Mailed check,57.65,992.7,1.92
4367-NUYAO,No,Masculino,Sí,Sí,23.0,Sí,Sí,No,Sí,No,No,Two year,No,Mailed check,59.7,1414.2,1.99
4369-HTUIF,Sí,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.7,69.7,2.32
4369-NYSCF,No,Femenino,No,No,46.0,Sí,Sí,No,Sí,No,Sí,One year,Sí,Credit card (automatic),69.1,3255.35,2.3
4373-MAVJG,Sí,Masculino,No,No,26.0,No,Sí,No,Sí,No,No,Month-to-month,No,Electronic check,35.75,1022.5,1.19
4373-VVHQL,No,Masculino,No,No,11.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,2.5
4374-YMUSQ,No,Femenino,Sí,Sí,35.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),59.45,2136.9,1.98
4376-KFVRS,No,Femenino,No,No,6.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,74.4,434.1,2.48
4377-VDHYI,No,Masculino,Sí,No,31.0,Sí,Sí,Sí,Sí,No,Sí,One year,Sí,Credit card (automatic),75.5,2424.45,2.52
4378-BZYFP,No,Masculino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,69.8,69.8,2.33
4378-MYPGO,No,Femenino,No,No,38.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),57.15,2250.65,1.9
4381-MHQDC,No,Femenino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,2.33
4385-GZQXV,Sí,Femenino,Sí,No,71.0,Sí,Sí,Sí,No,No,No,Two year,Sí,Credit card (automatic),80.7,5676.0,2.69
4385-ZKVNW,No,Femenino,No,No,16.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,84.75,1350.15,2.82
4389-UEFCZ,No,Masculino,Sí,Sí,42.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,0.68
4390-KYULV,Sí,Masculino,No,No,56.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),25.95,1444.05,0.86
4391-LNRXK,No,Femenino,Sí,No,18.0,Sí,Sí,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,88.85,1594.75,2.96
4391-RESHN,Sí,Femenino,No,No,13.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,54.8,731.3,1.83
4393-GEADV,No,Masculino,Sí,No,42.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,No,Credit card (automatic),80.45,3375.9,2.68
4393-OBCRR,No,Femenino,Sí,No,59.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Electronic check,101.1,6039.9,3.37
4393-RYCRE,No,Masculino,No,No,26.0,No,Sí,Sí,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),44.65,1156.55,1.49
4395-PZMSN,No,Masculino,No,Sí,54.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,105.85,5826.65,3.53
4396-KLSEH,No,Masculino,No,No,40.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,24.6,973.95,0.82
4397-FRLTA,No,Masculino,Sí,Sí,8.0,Sí,Sí,Sí,Sí,No,Sí,Two year,Sí,Credit card (automatic),76.15,645.8,2.54
4398-HSCJH,Sí,Femenino,Sí,No,25.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,2.95
4402-FTBXC,No,Femenino,No,No,2.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,80.2,146.05,2.67
4403-BWPAY,No,Femenino,Sí,Sí,42.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Electronic check,19.05,761.85,0.64
4404-HIBDJ,Sí,Femenino,Sí,Sí,51.0,Sí,Sí,Sí,Sí,Sí,No,One year,Sí,Mailed check,95.15,5000.05,3.17
4412-YLTKF,Sí,Femenino,Sí,Sí,58.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1509.9,0.84
4415-IJZTP,Sí,Masculino,Sí,No,12.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Credit card (automatic),85.05,999.8,2.84
4415-WNGVR,No,Femenino,Sí,Sí,9.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,0.68
4418-LZMSV,No,Femenino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,45.55,84.4,1.52
4419-UJMUS,No,Femenino,Sí,Sí,46.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,0.83
4422-QVIJA,No,Masculino,No,No,7.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,0.64
4423-JWZJN,No,Masculino,Sí,Sí,8.0,Sí,Sí,No,No,No,No,One year,Sí,Mailed check,43.45,345.5,1.45
4423-YLHDV,Sí,Femenino,No,No,16.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),74.75,1129.35,2.49
4424-TKOPW,Sí,Masculino,Sí,Sí,55.0,Sí,Sí,Sí,No,No,Sí,One year,No,Credit card (automatic),59.45,3157.0,1.98
4425-OWHWB,No,Femenino,No,No,10.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),80.05,830.7,2.67
4429-WYGFR,No,Femenino,No,No,16.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,2.42
4430-UZIPO,Sí,Femenino,No,No,5.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,85.2,474.8,2.84
4430-YHXGG,No,Femenino,No,No,52.0,Sí,Sí,Sí,Sí,No,No,One year,No,Credit card (automatic),57.95,3042.25,1.93
4431-EDMIQ,No,Femenino,No,Sí,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,69.65,69.65,2.32
4432-ADRLB,Sí,Masculino,Sí,No,70.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,102.95,7101.5,3.43
4433-JCGCG,Sí,Femenino,Sí,No,62.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,101.35,6164.7,3.38
4439-JMPMT,Sí,Masculino,No,No,4.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,78.3,0.66
4439-YRNVD,No,Femenino,Sí,Sí,17.0,Sí,Sí,Sí,Sí,Sí,No,Month-to-month,No,Electronic check,91.85,1574.45,3.06
4441-NIHPT,Sí,Masculino,Sí,No,14.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,82.65,1185.0,2.76
4443-EMBNA,No,Femenino,No,No,59.0,Sí,Sí,Sí,Sí,No,Sí,One year,No,Bank transfer (automatic),68.7,4070.95,2.29
4445-KWOKW,No,Femenino,No,No,47.0,Sí,Sí,Sí,Sí,No,No,One year,Sí,Mailed check,58.9,2813.05,1.96
4445-ZJNMU,No,Femenino,Sí,No,71.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),24.65,1710.15,0.82
4446-BZKHU,Sí,Masculino,Sí,Sí,47.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),107.35,5118.95,3.58
4450-DLLMH,No,Masculino,No,No,5.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,96.55,500.1,3.22
4450-MDZFX,No,Femenino,Sí,No,11.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,44.05,483.7,1.47
4450-YOOHP,No,Femenino,Sí,Sí,41.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),109.1,4454.25,3.64
4451-RWASJ,No,Masculino,No,No,52.0,Sí,Sí,Sí,No,Sí,No,Two year,Sí,Credit card (automatic),63.25,3342.45,2.11
4452-QIIEB,No,Masculino,No,No,9.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,0.68
4452-ROHMO,No,Femenino,No,No,9.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,43.75,405.7,1.46
4455-BFSPD,No,Femenino,No,No,10.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),80.25,846.0,2.68
4456-RHSNB,No,Masculino,No,Sí,12.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,0.64
4458-KVRBJ,No,Masculino,No,No,22.0,Sí,Sí,No,Sí,No,No,One year,Sí,Credit card (automatic),55.15,1193.05,1.84
4459-BBGHE,No,Masculino,Sí,Sí,52.0,Sí,Sí,No,Sí,Sí,No,One year,Sí,Electronic check,68.75,3482.85,2.29
4462-CYWMH,No,Femenino,Sí,Sí,43.0,Sí,Sí,No,No,Sí,No,Month-to-month,No,Electronic check,56.15,2499.3,1.87
4464-JCOLN,Sí,Femenino,No,No,13.0,No,Sí,No,No,Sí,Sí,Month-to-month,No,Electronic check,49.15,649.4,1.64
4465-VDKIQ,No,Femenino,No,No,3.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,75.8,246.3,2.53
4468-KAZHE,No,Masculino,Sí,No,16.0,Sí,Sí,No,Sí,No,Sí,Month-to-month,Sí,Electronic check,91.55,1540.05,3.05
4468-YDOVK,No,Femenino,Sí,Sí,4.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,73.75,325.45,2.46
4471-KXAUH,Sí,Femenino,No,No,3.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,79.1,246.5,2.64
4472-LVYGI,No,Femenino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.6,19.6,0.65
4472-VESGY,No,Masculino,Sí,No,70.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1724.15,0.81
4475-NVTLU,No,Femenino,Sí,Sí,3.0,No,Sí,Sí,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,0.99
4476-OSWTN,No,Masculino,No,No,56.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1334.0,0.83
4480-MBMLB,No,Femenino,Sí,No,25.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,98.5,2514.5,3.28
4480-QQRHC,No,Femenino,No,No,53.0,No,Sí,Sí,Sí,Sí,No,One year,Sí,Electronic check,53.6,2879.2,1.79
4482-EWFMI,No,Masculino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,69.85,69.85,2.33
4482-FTFFX,No,Masculino,Sí,Sí,25.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,90.4,2178.6,3.01
4484-CGXFK,Sí,Masculino,Sí,Sí,8.0,Sí,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,1.49
4484-GLZOU,Sí,Femenino,Sí,Sí,27.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,550.1,0.66
4486-EFAEB,No,Femenino,Sí,No,60.0,No,Sí,Sí,No,No,Sí,One year,No,Electronic check,50.05,2911.5,1.67
4487-ZYJZK,No,Femenino,No,No,20.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,81.45,1671.6,2.72
4488-KQFDT,No,Femenino,No,No,56.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),104.75,5510.65,3.49
4488-PSYCG,Sí,Femenino,No,No,1.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,81.1,81.1,2.7
4489-SNOJF,Sí,Femenino,No,No,42.0,Sí,Sí,No,Sí,No,Sí,Two year,No,Credit card (automatic),66.5,2762.75,2.22
4495-LHSSK,No,Femenino,No,No,16.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,0.67
4500-HKANN,No,Femenino,Sí,No,20.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),91.0,1859.5,3.03
4501-EQDRN,Sí,Masculino,No,No,33.0,Sí,Sí,Sí,Sí,Sí,No,Two year,Sí,Electronic check,88.95,3027.65,2.97
4501-UYKBC,No,Masculino,Sí,No,22.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Bank transfer (automatic),20.45,471.55,0.68
4501-VCPFK,No,Masculino,No,No,8.0,No,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,30.45,226.45,1.01
4503-BDXBD,Sí,Masculino,No,No,44.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,0.68
4504-YOULA,No,Femenino,Sí,Sí,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),26.25,1988.05,0.88
4505-EXZHB,Sí,Masculino,No,No,7.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,93.85,635.6,3.13
4508-OEBEY,No,Femenino,Sí,No,51.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),78.65,3950.85,2.62
4510-HIMLV,Sí,Femenino,No,No,69.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),110.25,7467.55,3.68
4510-PYUSH,Sí,Masculino,No,No,57.0,No,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,39.3,2111.45,1.31
4512-ZUIYL,Sí,Masculino,No,Sí,35.0,Sí,Sí,No,No,Sí,No,One year,Sí,Electronic check,85.15,3030.6,2.84
4513-CXYIX,No,Femenino,Sí,Sí,2.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,2.35
4514-GFCFI,Sí,Masculino,No,No,15.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,79.4,1156.1,2.65
4518-FZBSX,No,Masculino,Sí,Sí,22.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,433.5,0.66
4521-WFJAI,No,Masculino,No,Sí,53.0,Sí,Sí,Sí,Sí,No,No,One year,No,Credit card (automatic),62.85,3419.5,2.1
4521-YEEHE,No,Femenino,No,No,9.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Mailed check,88.4,788.6,2.95
4522-AKYLR,No,Femenino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.35,20.35,0.68
4522-XRWWI,No,Masculino,Sí,Sí,32.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,613.95,0.63
4523-WXCEF,Sí,Masculino,Sí,No,34.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Mailed check,88.85,3000.25,2.96
4524-QCSSM,No,Masculino,No,Sí,54.0,Sí,Sí,No,Sí,No,No,One year,Sí,Electronic check,61.0,3283.05,2.03
4525-VZCZG,No,Femenino,Sí,Sí,6.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Electronic check,80.5,502.85,2.68
4526-EXKKN,No,Masculino,Sí,Sí,62.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1244.8,0.66
4526-RMTLL,No,Femenino,Sí,Sí,13.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,55.95,734.35,1.86
4526-ZJJTM,No,Femenino,Sí,Sí,30.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,602.9,0.64
4529-CKBCL,Sí,Masculino,Sí,Sí,55.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,0.65
4530-NDRKU,No,Masculino,Sí,Sí,17.0,Sí,Sí,Sí,No,Sí,No,One year,Sí,Bank transfer (automatic),70.35,1201.65,2.34
4531-AUZNK,No,Femenino,Sí,No,7.0,Sí,Sí,Sí,Sí,Sí,Sí,Month-to-month,No,Bank transfer (automatic),81.25,580.1,2.71
4534-WGCIR,No,Femenino,Sí,No,18.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),95.95,1745.5,3.2
4536-PLEQY,No,Masculino,No,No,53.0,Sí,Sí,No,Sí,No,Sí,Two year,Sí,Bank transfer (automatic),73.9,3958.25,2.46
4537-CIBHB,No,Masculino,Sí,No,16.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),73.85,1284.2,2.46
4537-DKTAL,No,Masculino,Sí,Sí,45.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,0.82
4538-WNTMJ,No,Femenino,Sí,No,64.0,Sí,Sí,Sí,No,No,Sí,One year,No,Bank transfer (automatic),97.0,6430.9,3.23
4541-RMRLG,Sí,Femenino,No,No,18.0,No,Sí,Sí,Sí,No,No,One year,Sí,Mailed check,40.2,711.95,1.34
4544-RXFMG,No,Masculino,Sí,No,70.0,Sí,Sí,Sí,Sí,No,Sí,Two year,Sí,Credit card (automatic),74.8,5315.8,2.49
4546-FOKWR,No,Masculino,No,No,69.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1713.1,0.8
4547-FZJWE,No,Femenino,Sí,Sí,40.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),96.35,3915.4,3.21
4547-KQRTM,Sí,Femenino,Sí,Sí,21.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,102.8,2110.15,3.43
4547-LYTDD,Sí,Femenino,No,No,19.0,Sí,Sí,Sí,No,No,Sí,Month-to-month,Sí,Electronic check,95.15,1789.25,3.17
4548-SDBKE,Sí,Masculino,Sí,Sí,18.0,Sí,Sí,Sí,No,Sí,No,Month-to-month,Sí,Mailed check,87.9,1500.5,2.93
4549-ZDQYY,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.05,20.05,0.67
4550-EVXNY,Sí,Masculino,No,No,2.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Bank transfer (automatic),62.05,118.3,2.07
4550-VBOFE,Sí,Femenino,Sí,No,33.0,No,Sí,Sí,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),59.55,2016.3,1.98
4553-DVPZG,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.3,19.3,0.64
4554-YGZIH,Sí,Femenino,Sí,Sí,60.0,Sí,Sí,Sí,Sí,No,Sí,One year,Sí,Credit card (automatic),74.85,4456.35,2.49
4558-CGYCZ,No,Masculino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,45.0,96.45,1.5
4558-FANTW,Sí,Femenino,No,No,63.0,Sí,Sí,Sí,Sí,Sí,No,Two year,Sí,Credit card (automatic),79.85,4861.45,2.66
4559-UWIHT,No,Masculino,No,No,12.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,Sí,Electronic check,67.25,832.3,2.24
4560-WQAQW,No,Femenino,No,No,31.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,No,Electronic check,87.6,2724.25,2.92
4565-EVZMJ,No,Masculino,Sí,Sí,71.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),89.9,6457.15,3.0
4565-NLZBV,No,Masculino,Sí,No,50.0,Sí,Sí,Sí,No,Sí,No,One year,Sí,Bank transfer (automatic),101.9,5265.5,3.4
4566-GOLUK,Sí,Masculino,No,No,54.0,No,Sí,Sí,No,No,Sí,Two year,No,Bank transfer (automatic),46.2,2431.95,1.54
4566-NECEV,No,Femenino,No,No,1.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Electronic check,52.2,52.2,1.74
4566-QVRRW,Sí,Femenino,No,No,11.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,55.6,580.8,1.85
4567-AKPIA,No,Masculino,Sí,No,44.0,Sí,Sí,No,Sí,Sí,No,One year,Sí,Electronic check,70.95,3250.45,2.37
4568-KNYWR,No,Masculino,Sí,No,62.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),107.6,6912.7,3.59
4568-TTZRT,No,Masculino,No,No,57.0,Sí,Sí,No,No,Sí,No,One year,Sí,Electronic check,86.9,4939.25,2.9
